Sample;Sand;Silt;Clay;pH (H2O);pH (KCl);pH (pH CaCl2);OM (g.kg-1);SOC (g.kg-1);P (mg dm3);K (mmolc/dm3);Ca (mmolc/dm3);Mg (mmolc/dm3);Al (mmolc/dm3);H (mmolc/dm3);H+Al (mmolc/dm3);SB (mmolc/dm3);CEC (mmolc/dm3);V%;Classe V%;m%;s (mg dm3);Na (mg dm3);B (mg dm3);Fe (mg dm3);Cu (mg dm3);Zn (mg dm3);Mn (mg/dm3);Mg;Al;Si;P;S;Cl;k;Ca;Ti;V;Cr;Mn;Fe;Co;Ni;Cu;Zn;As;Se;Rb;Sr;Y;Zr;Nb;Mo;Ag;Cd;Sn;Sb;W;Hg;Pb;Bi;Th;U
27_4805;228;72;700;;;4.8;60;34.80278422;8;0.8;14;5;0;50;50;19.8;69.8;28;Distrófico;0;1;;0.38;26;2;0.2;11;2.54;13.66;6.45;0.0315;0;0;0;0;1.9166;0.0408;0;0.0386;10.4;0;0;0.0068;0.0044;0.0012;0;0;0.0007;0.0015;0.0507;0.0077;0;0;0;0;0;0;0;0.0025;0;0;0
27_4821;197;128;675;;;5.6;29;16.82134571;30;1.1;23;12;2;23;25;36.1;61.1;59;Eutrófico;5;2;;0.23;10;1;0.4;3;1.94;14.49;8.3;0.0388;0;0;0;0;1.9103;0.0392;0;0.0309;12.14;0;0.0034;0.0071;0.0038;0.0022;0;0.0009;0.0007;0.0022;0.0556;0.0081;0;0;0;0;0;0;0;0.0027;0.0033;0;0.0018
27_4825;426;99;475;;;4.6;27;15.6612529;7;0.4;6;4;2;40;42;10.4;52.4;20;Distrófico;16;1;;0.33;70;0.8;0.2;3;2.46;14.5;10.29;0.0315;0;0;0;0;1.5538;0.0304;0;0.0167;6.5476;0;0;0.0031;0.0027;0.0011;0;0;0.0005;0.0019;0.0571;0.0054;0;0;0;0;0;0;0;0.0015;0;0;0
27_4831;403;132;465;;;5.5;55;31.9025522;9;0.4;20;8;0;29;29;28.4;57.4;49;Distrófico;0;1;;0.25;17;2;0.4;20;2.17;12.37;8.61;0.1131;0;0;0;0;1.9598;0.0637;0;0.1154;14.02;0;0;0.0087;0.008;0;0;0;0.0028;0.0035;0.0375;0.0062;0;0;0;0.0059;0;0;0;0;0;0;0
27_4837;606;54;340;;;5;30;17.40139211;9;0.6;10;5;0;29;29;15.6;44.6;35;Distrófico;0;1;;0.26;36;1.6;3.4;23;2.02;9.62;9.41;0.0621;0;0;0;0;1.8132;0.0408;0;0.0533;9.22;0;0.0034;0.0037;0.0038;0;0;0;0.0008;0.0012;0.0323;0.0038;0;0;0;0;0;0;0;0.0011;0.0023;0;0
27_4853;202;333;465;;;4.2;42;24.36194896;8;0.8;7;5;12;60;72;12.8;84.8;15;Distrófico;48;1;;0.39;18;0.4;0.6;7;1.97;14.82;14.28;0.0282;0;0;0;0;0.7375;0;0.0084;0.0134;7.2971;0;0.0034;0.0019;0.0038;0.0021;0;0.0025;0.0042;0.0029;0.0467;0.0049;0.0007;0;0;0;0;0;0;0.0033;0;0.0024;0.0009
27_4857;136;99;765;;;4.3;34;19.72157773;6;0.5;10;5;11;50;61;15.5;76.5;20;Distrófico;42;1;;0.42;9;0.6;0.2;5;2.48;14.34;12.8;0.02;0;0;0;0;0.7692;0.0199;0.009;0.0143;7.83;0;0.0027;0.0027;0.0042;0.0022;0;0.0037;0.0045;0.0032;0.0427;0.0055;0;0;0;0.0051;0;0;0;0.0043;0;0;0
27_4865;388;272;340;;;4.4;38;22.04176334;5;1.1;8;2;11;34;45;11.1;56.1;20;Distrófico;50;2;;0.41;41;0.6;1.2;20;0;7.25;19.02;0;0;0;0;0;0.4879;0;0;0.0275;3.335;0;0.0033;0.0029;0.0046;0;0;0.0087;0.0021;0.0025;0.0492;0.0026;0;0;0;0;0;0;0;0;0;0;0
27_4867;451;59;490;;;5;44;25.52204176;11;1.5;10;4;2;29;31;15.5;46.5;33;Distrófico;11;3;;0.37;65;0.8;3.4;7;2.54;13.24;14.29;0.0248;0;0;0;0;0.7906;0.0232;0;0.0109;4.4765;0;0.0024;0;0.0037;0.0013;0;0.0007;0.0006;0.0016;0.0541;0.0043;0;0;0;0;0;0;0;0.001;0;0;0
27_4869;592;93;315;;;4.8;16;9.280742459;6;0.8;8;4;1;28;29;12.8;41.8;31;Distrófico;7;2;;0.27;54;0.8;1;4;2.01;13.05;14.72;0;0;0;0;0;0.8401;0;0;0.0123;3.5868;0;0.0025;0;0.0024;0.0006;0;0.0004;0.0009;0.0016;0.053;0.0031;0;0;0;0;0;0;0;0.0012;0;0;0
27_4879;491;44;465;;;5;53;30.7424594;7;0.7;19;2;0;34;34;21.7;55.7;39;Distrófico;0;1;;0.27;46;2;1.8;8;2.02;13.24;10.32;0.0462;0;0;0;0;1.4085;0.0251;0;0.0247;8.16;0;0;0.0074;0.0027;0.0012;0;0;0.0005;0.0008;0.0413;0.004;0;0;0;0;0;0;0;0;0;0;0
27_4897;762;148;90;;;5;25;14.50116009;11;0.5;8;2;0;16;16;10.5;26.5;40;Distrófico;0;2;;0.17;30;0.2;0.2;3;2.28;4.52;26.59;0;0;0;0;0;0.2013;0;0;0.0089;0.4533;0;0;0;0;0;0;0.0019;0.0018;0.0017;0.0377;0.0013;0;0;0;0;0;0;0;0;0;0;0
27_4917;816;44;140;;;4.9;13;7.540603248;15;0.7;5;2;0;26;26;7.7;33.7;23;Distrófico;0;2;;0.34;92;0.6;0.2;2;1.95;11.19;19.51;0.0348;0;0;0;0;0.4375;0;0;0.0108;2.2351;0;0;0;0.0014;0;0;0;0.0003;0;0.0078;0.0012;0;0;0;0;0;0;0;0.0013;0;0;0
27_4919;216;94;690;;;4.7;50;29.00232019;6;1.3;6;3;2;36;38;10.3;48.3;21;Distrófico;16;3;;0.33;65;1.6;0.2;29;2.28;12.17;6.25;0.0451;0;0;0;0;1.6938;0;0;0.0674;12.24;0;0;0.0057;0.0036;0.0037;0;0;0.0007;0.0014;0.0485;0.0064;0;0;0;0;0;0;0;0.0027;0;0;0
27_4923;412;110;478;;;5.7;26;15.0812065;10;3.3;21;8;0;21;21;32.3;53.3;61;Eutrófico;0;6;;0.47;42;7.6;3.8;6;2.61;16.04;11.63;0.0603;0;0;0;0;1.8489;0.0274;0;0.0365;8.18;0;0;0.0088;0.0066;0.0015;0;0;0.0012;0.0015;0.0691;0.006;0;0;0;0;0;0;0;0.0017;0;0;0
27_4925;370;140;490;;;5.6;25;14.50116009;7;2;16;6;0;22;22;24;46;52;Eutrófico;0;27;;0.57;61;6.2;3.6;9;2.21;14.82;9.53;0.036;0;0;0;0;1.7588;0.0281;0.0094;0.0234;7.38;0;0;0.0053;0.0047;0.0014;0;0.0004;0.0008;0.0013;0.059;0.0066;0;0;0.0042;0;0;0;0;0.0013;0;0.002;0
27_4929;478;72;450;;;5.2;26;15.0812065;5;1.1;10;3;0;26;26;14.1;40.1;35;Distrófico;0;3;;0.53;88;2.2;0.4;7;2.58;15.7;11.57;0;0;0;0;0;1.815;0.0322;0;0.0224;6.5892;0;0.0028;0.0037;0.002;0.001;0;0;0.0004;0.002;0.0627;0.0067;0;0;0;0;0;0;0;0;0;0.0023;0
27_4931;435;65;500;;;5.3;21;12.18097448;4;1.5;13;6;0;26;26;20.5;46.5;44;Distrófico;0;3;;0.49;92;2.2;0.4;9;2.21;12.59;9.35;0.032;0;0;0;0;1.9648;0.0429;0;0.023;6.74;0;0;0.0046;0.0023;0.001;0;0.0006;0.0005;0.0012;0.0598;0.0076;0;0;0;0;0;0;0;0;0;0.0027;0
27_4933;177;98;725;;;4.8;29;16.82134571;8;3.7;10;4;2;48;50;17.7;67.7;26;Distrófico;10;5;;0.67;36;2.6;1.2;15;2.18;13.95;10.43;0.038;0;0;0;0;2.0598;0.0396;0;0.0464;11.01;0;0;0.0079;0.0058;0.0023;0;0;0.0013;0.002;0.0583;0.0084;0;0;0;0;0;0;0;0.003;0;0;0
27_4935;131;119;750;;;5;31;17.98143852;10;1.2;14;7;0;47;47;22.2;69.2;32;Distrófico;0;2;;0.49;17;3.4;0.4;20;2.79;11.29;6.74;0.0619;0;0;0;0;1.9956;0.0692;0;0.0876;14.5;0;0;0.0113;0.0047;0;0;0;0.0017;0.001;0.0446;0.0065;0;0;0;0;0;0;0;0.0027;0;0;0
27_4937;184;78;738;;;5.2;30;17.40139211;11;1.8;15;8;0;36;36;24.8;60.8;41;Distrófico;0;3;;0.47;16;3;1.6;26;2.46;15.23;7.59;0.0718;0;0;0;0;3.188;0.0731;0;0.0794;17.09;0;0;0.0116;0.0074;0.0015;0;0.0006;0.0021;0.0015;0.069;0.0113;0;0;0;0.0082;0;0;0;0.0028;0;0;0
27_4941;904;21;75;;;4.7;5;2.900232019;5;0.5;2;1;0;13;13;3.5;16.5;21;Distrófico;0;3;;0.27;23;0.2;0.6;5;1.36;4.72;29.09;0;0;0;0;0;0.1959;0;0;0.0184;0.437;0;0;0;0;0;0;0;0;0;0.0104;0;0;0;0;0;0;0;0;0;0;0;0
27_4955;201;124;675;;;4.9;15;8.700696056;7;0.8;9;2;1;30;31;11.8;42.8;28;Distrófico;8;2;;0.43;8;2;0.2;4;2.56;14.99;9.87;0.0557;0;0;0;0;2.4056;0.0602;0;0.0542;14.59;0;0.0033;0.0139;0.0081;0;0;0.0005;0.0013;0.0021;0.0501;0.0086;0;0;0;0;0;0;0;0.0021;0;0;0
27_4971;296;229;475;;;4.5;25;14.50116009;21;1.7;6;3;2;50;52;10.7;62.7;17;Distrófico;16;3;;0.53;62;1.8;1.8;6;1.98;13.87;9.63;0.0565;0.3365;0;0;0;2.2701;0.0594;0;0.0525;14.5;0;0.0036;0.014;0.0069;0.001;0;0.0004;0.0016;0.0023;0.0487;0.0075;0;0;0;0;0;0;0;0.0022;0;0;0
27_4975;793;24;183;;;4.6;15;8.700696056;6;0.8;5;2;3;25;28;7.8;35.8;22;Distrófico;28;2;;0.44;71;1.6;2;4;2.48;11.47;13.72;0.0461;0;0;0;0;0.5459;0;0;0.0135;4.3957;0;0;0.0026;0.003;0.0009;0;0.0045;0.0008;0.0024;0.0446;0.0031;0;0;0;0;0;0;0;0.0013;0;0;0
27_4977;171;509;320;;;4.7;9;5.220417633;6;1.5;7;5;7;35;42;13.5;55.5;24;Distrófico;34;3;;0.45;16;0.6;1;8;3;8.65;19.81;0;0;0;0;0;0.4166;0;0;0.0263;3.245;0;0;0.0023;0.004;0;0;0.0072;0.0026;0.003;0.0309;0.0026;0;0;0;0;0;0;0;0.0013;0;0;0
27_4981;839;16;145;;;5.2;11;6.380510441;4;0.5;8;3;0;20;20;11.5;31.5;37;Distrófico;0;2;;0.4;48;3.6;1.2;3;2;10.47;18;0;0;0;0;0;0.2581;0;0;0;1.3754;0;0;0;0;0;0;0;0;0.0007;0.029;0;0;0;0;0;0;0;0;0;0;0;0
27_5014;800;100;100;;;5.4;15;8.700696056;6;1.5;4;4;0;14;14;9.5;23.5;40;Distrófico;0;6;;0.11;12;0.6;0.4;15;1.39;5.91;26.66;0;0;0;0;0;0.5793;0;0;0.0232;0.8975;0;0;0;0.001;0;0;0.0015;0.0009;0.0019;0.0483;0.0026;0;0;0;0;0;0;0;0.0013;0;0;0
27_5016;797;90;113;;;4.7;12;6.960556845;7;1.2;3;3;0;17;17;7.2;24.2;30;Distrófico;0;5;;0.09;16;0.4;0.4;10;2.65;6.42;19.72;0;0;0;0;0;0.4332;0;0;0.0195;1.0178;0;0;0;0.0013;0;0;0.0031;0.0024;0.0021;0.0437;0.0019;0;0;0;0;0;0;0;0.0025;0;0;0
30_001;80;160;760;;;6.03;51.5;29.87238979;18;9;68.4;35.9;0;36.9;36.9;113.3;150.2;75.43;Eutrófico;;;;;;;;;1.88;13.88;6.82;0.081;0;0;0;0.0967;1.7877;0.0624;0;0.0639;17.34;0;0;0.0268;0.0071;0.0015;0;0.0006;0.0011;0.0019;0.04;0.0056;0;0;0;0;0;0;0;0.0031;0;0;0
30_003;80;180;740;;;4.92;32.4;18.79350348;2.46;8.5;54.8;16.8;0.6;54.9;55.5;80.1;135.6;59.08;Eutrófico;;;;;;;;;2.64;10.38;7.42;0.0684;0;0;0;0;1.8155;0.0955;0;0.1968;19.49;0;0.0072;0.0354;0.015;0.0012;0;0.0014;0.0011;0.0053;0.0304;0.0054;0;0;0;0;0;0;0;0;0;0;0
30_005;100;280;620;;;4.84;26.1;15.13921114;5.17;2.6;75.5;13.9;0;59.8;59.8;91.9;151.7;60.58;Eutrófico;;;;;;;;;2.13;9.63;8.45;0.0727;0;0;0;0;2.1517;0.0836;0;0.3073;20.44;0;0.0044;0.0328;0.0141;0;0;0.0021;0.0022;0.005;0.0385;0.0056;0;0;0;0;0;0;0;0;0;0;0
30_007;80;300;620;;;5.4;32.3;18.73549884;3.65;3.1;89;22.6;0;49.6;49.6;114.8;164.4;69.82;Eutrófico;;;;;;;;;2.52;9.82;7.61;0.0952;0;0;0;0.0671;2.117;0.0995;0.0084;0.3571;19.59;0;0.0077;0.0345;0.0198;0;0;0.0024;0.0021;0.0046;0.0302;0.005;0;0;0;0;0;0;0;0.0028;0.0034;0;0
30_009;80;240;680;;;5.79;37;21.46171694;7.89;6.6;112.1;35.7;0;30.6;30.6;154.3;184.9;83.45;Eutrófico;;;;;;;;;3.21;9.83;7.92;0.0558;0;0;0;0.1922;2.3437;0.0827;0.009;0.238;17.4;0;0.0091;0.0322;0.0131;0;0;0.0011;0.0016;0.0037;0.0328;0.0054;0;0;0;0;0;0;0;0.0019;0;0;0
30_011;100;280;620;;;6.54;44.3;25.69605568;145.09;4.8;89.6;31.2;0;31.8;31.8;125.6;157.4;79.8;Eutrófico;;;;;;;;;3.5;11.33;6.02;0.1192;0;0;0;0.3642;1.4878;0.0479;0.013;0.0697;16.61;0;0.0039;0.0343;0.0087;0.0021;0;0.0005;0.0015;0.0021;0.0325;0.0045;0;0;0;0;0;0;0;0.0024;0;0;0
30_013;140;220;640;;;5.62;51.2;29.69837587;12.97;5.8;76.3;15;0;49.6;49.6;97;146.6;66.18;Eutrófico;;;;;;;;;1.74;13.53;5.05;0.1051;0;0;0;0.0912;1.6364;0.0521;0;0.0536;17.79;0;0.0044;0.0126;0.0063;0.0031;0;0.0007;0.0014;0.0013;0.0417;0.0062;0;0;0;0;0;0;0;0.0033;0;0;0
30_015;640;180;180;;;4.69;16;9.280742459;76.87;1.5;29.1;9.1;1.9;47.7;49.6;39.6;89.2;44.42;Distrófico;;;;;;;;;2.13;9.12;15.34;0.0541;0;0;0;0;0.6312;0;0;0.0387;4.0072;0;0;0.0038;0.0031;0.0013;0;0.0004;0.0005;0.0012;0.0208;0.0016;0;0;0;0;0;0;0;0.0011;0;0;0
30_017;420;320;260;;;6.42;31.1;18.03944316;299.33;23.1;172.2;50.9;0;33;33;246.2;279.2;88.18;Eutrófico;;;;;;;;;2.61;12.58;12.8;0.3086;0;0;0;0.8121;2.2164;0.1015;0.0101;0.2992;19.32;0;0.0119;0.0377;0.0199;0;0;0.0033;0.0082;0.0028;0.0324;0.0063;0;0;0;0;0;0;0;0;0;0;0
30_019;560;100;340;;;4.74;12.6;7.308584687;16.36;1.9;27;8.6;3.1;41.3;44.4;37.5;81.9;45.82;Distrófico;;;;;;;;;2.33;10.71;14.05;0.0412;0;0;0;0;1.0989;0.0248;0;0.0738;7.54;0;0.0025;0.0092;0.0058;0.0008;0;0;0.0005;0.0018;0.0242;0.0028;0;0;0;0;0;0;0;0.0014;0;0;0
30_021;20;240;740;;;5.2;21.2;12.29698376;28.56;8.7;65.9;13.2;0;44.4;44.4;87.8;132.2;66.4;Eutrófico;;;;;;;;;0;5.75;3.92;0.1524;0;0.1006;0;0.0574;0.854;0.0381;0;0.1124;6.87;0;0;0.0101;0.0042;0;0;0.0006;0.0014;0.0032;0.0094;0.003;0;0;0;0;0;0;0;0;0;0.0034;0.0019
30_023;100;280;620;;;5.54;26.9;15.60324826;5.34;2.1;78.9;20.7;0;49.6;49.6;101.7;151.3;67.22;Eutrófico;;;;;;;;;2.74;11.17;6.91;0.0701;0;0;0;0;2.2331;0.0905;0;0.1213;19.21;0;0.0049;0.0439;0.0109;0;0;0.0005;0.002;0.0039;0.0428;0.0061;0;0;0;0;0;0;0;0.0023;0;0;0
30_025;60;200;740;;;5.16;43.8;25.40603248;61.87;7.9;144.1;19.7;0;64.4;64.4;171.8;236.2;72.73;Eutrófico;;;;;;;;;2.22;11.62;6.87;0.1093;0;0;0;0;2.1573;0.0771;0;0.1101;18.92;0;0;0.0311;0.0111;0.0014;0;0.0008;0.0017;0.0039;0.0396;0.0064;0;0;0;0;0;0;0;0.0021;0;0;0
30_027;60;280;660;;;5.63;56.4;32.71461717;7.04;3.1;95.7;33;0;46.1;46.1;131.7;177.8;74.08;Eutrófico;;;;;;;;;3.57;11.68;6.96;0.0988;0;0;0;0.1077;2.7462;0.0497;0;0.0923;17.05;0;0;0.0114;0.0099;0.0014;0;0.001;0.0041;0.0016;0.0433;0.0074;0;0;0;0;0;0;0;0.0017;0;0;0
30_029;480;180;340;;;4.35;21;12.18097448;10.34;3.1;23.9;9.7;2.1;62.3;64.4;36.7;101.1;36.29;Distrófico;;;;;;;;;2.02;10.32;12.14;0.0606;0;0;0;0;1.5953;0.0427;0;0.1022;10.27;0;0.0041;0.0132;0.0059;0.0008;0;0.0007;0.0008;0.0018;0.0327;0.0034;0;0;0;0;0;0;0;0.0011;0;0;0
30_031;860;120;20;;;5.64;3;1.740139211;7.29;1.1;45.1;8.9;0;19.6;19.6;55;74.6;73.74;Eutrófico;;;;;;;;;1.59;4.58;25.88;0;0;0;0;0;0.6637;0;0;0.0504;1.3808;0;0;0.0022;0.0013;0;0;0.0008;0.001;0.0008;0.0147;0.0011;0;0;0;0;0;0;0;0;0;0;0
30_033;220;260;520;;;5.37;27.2;15.77726218;10.09;1.8;108.6;24;0;49.6;49.6;134.4;184;73.05;Eutrófico;;;;;;;;;2.19;8.44;8.23;0.1591;0;0;0;0.1483;3.7859;0.1104;0;0.2899;20.76;0;0.0057;0.0267;0.0186;0;0;0.0021;0.0036;0.0043;0.0465;0.01;0;0;0;0;0;0;0;0.0021;0;0;0
30_035;40;200;760;;;4.16;32.5;18.85150812;102.39;7.9;37.3;14.8;1.1;76.5;77.6;60;137.6;43.62;Distrófico;;;;;;;;;2.25;14.26;10.86;0.122;0;0;0;0;1.9418;0.0726;0;0.2644;20.27;0;0.0088;0.0403;0.0198;0.0012;0;0.0019;0.001;0.0056;0.0386;0.0053;0;0;0;0;0;0;0;0.0029;0;0;0
30_037;780;100;120;;;5.11;45.7;26.50812065;43.65;4.9;70.4;19.7;0;57.6;57.6;95;152.6;62.26;Eutrófico;;;;;;;;;0;6.97;15.75;0;0;0;0;0;0.3418;0;0;0.0713;1.7027;0;0;0.0031;0.0018;0;0;0;0.0003;0.0008;0.0091;0.0009;0;0;0;0;0;0;0;0.001;0;0;0
30_039;620;200;180;;;4.59;22;12.76102088;13.48;2.3;35.9;9.9;4;45.6;49.6;48.1;97.7;49.24;Distrófico;;;;;;;;;1.74;7.41;18.66;0.0257;0;0;0;0;0.9708;0.0256;0.0112;0.0775;2.7133;0;0;0.0041;0.003;0;0;0.0012;0.0007;0.0015;0.0232;0.0022;0;0;0;0;0;0;0;0.0013;0;0;0
30_041;840;120;40;;;5.33;8.1;4.69837587;5.51;0.9;28.4;6.5;0;23.6;23.6;35.8;59.4;60.24;Eutrófico;;;;;;;;;1.93;8.25;22.25;0;0;0;0;0;0.3218;0;0;0.0496;1.3793;0;0;0;0;0;0;0;0.0004;0.0004;0.0063;0;0;0;0;0;0;0;0;0.0008;0;0;0
30_043;700;140;160;;;4.98;18.8;10.90487239;10.94;1.8;50.6;13.3;0.8;45.3;46.1;65.7;111.8;58.77;Eutrófico;;;;;;;;;0;6.77;16.6;0;0;0;0;0;0.6418;0;0;0.0645;3.3068;0;0;0.0047;0.0028;0;0;0.0005;0.0009;0.0013;0.0164;0.0016;0;0;0;0;0;0;0;0;0;0;0
30_045;80;240;680;;;5.85;38.3;22.21577726;16.78;5.5;113.6;31.7;0;39.7;39.7;150.8;190.5;79.16;Eutrófico;;;;;;;;;2;11.6;7.93;0.0921;0;0;0;0.1031;3.98;0.0855;0.0081;0.1495;17.76;0;0.0092;0.0304;0.0106;0;0;0.0014;0.0008;0.0016;0.0258;0.0042;0;0;0;0;0;0;0;0;0;0;0
30_047;100;160;740;;;6.13;30.1;17.45939675;13.99;7;108.1;34.8;0;36.9;36.9;149.9;186.8;80.24;Eutrófico;;;;;;;;;0;10.06;7.28;0.0728;0;0;0;0.2131;1.6894;0.0566;0;0.1345;15.29;0;0.005;0.0321;0.0134;0.0017;0;0.0011;0.0021;0.0031;0.0285;0.0047;0;0;0;0;0;0;0;0;0;0;0
30_049;60;380;560;;;5.06;40.5;23.49187935;3.48;4;76.8;17.3;1.2;65.7;66.9;98.1;165;59.45;Eutrófico;;;;;;;;;1.68;8.86;8.89;0.1044;0;0;0;0.0137;2.8545;0.0709;0;0.2089;17.92;0;0.0037;0.0121;0.0169;0;0;0.0012;0.0046;0.0036;0.0457;0.0083;0;0;0;0.0067;0;0;0;0.0022;0;0;0
30_051;20;220;760;;;4.91;27.8;16.12529002;27.55;2.5;45.1;18.4;2.2;57.6;59.8;66;125.8;52.46;Eutrófico;;;;;;;;;0;9;6.25;0.0583;0;0;0;0;1.613;0.0691;0;0.1364;15.68;0;0.0058;0.0285;0.0107;0;0;0.0007;0.0009;0.0036;0.0343;0.0055;0;0;0;0;0;0;0;0.0025;0;0;0
30_053;700;140;160;;;5.12;21.6;12.52900232;25.85;11.9;29.2;13.7;1;37.3;38.3;54.8;93.1;58.86;Eutrófico;;;;;;;;;2.39;7.89;19.14;0.0232;0;0;0;0;0.5899;0;0;0.0447;2.9441;0;0;0.0022;0.003;0;0;0.0006;0.0005;0.001;0.024;0.0017;0;0;0;0;0;0;0;0.0013;0;0;0
30_055;580;140;280;;;5.11;20.1;11.65893271;12.72;1.4;26;13.5;1.9;45.9;47.8;40.8;88.6;46.06;Distrófico;;;;;;;;;2.58;10.62;14.66;0.0416;0;0;0;0;0.6388;0;0;0.0381;3.9337;0;0.0022;0.0023;0.0035;0.001;0;0.0004;0.0006;0.0009;0.0258;0.0018;0;0;0;0;0;0;0;0.0013;0;0;0
30_057;60;260;680;;;5.06;34.1;19.77958237;11.61;10.2;53.2;16.7;2;60.1;62.1;80;142.1;56.31;Eutrófico;;;;;;;;;2.05;11.82;7.44;0.0905;0;0;0;0.0181;1.3442;0.0811;0.0202;0.2382;20.32;0;0.0114;0.0303;0.0149;0.0022;0;0.0014;0.0011;0.0066;0.0284;0.0048;0;0;0;0;0;0;0;0;0;0;0
30_059;560;160;280;;;6.84;28;16.2412993;65.1;1.1;59.8;19.4;0;21.9;21.9;80.4;102.3;78.59;Eutrófico;;;;;;;;;1.61;9.1;15.88;0.0579;0;0;0;0.8562;0.5876;0;0;0.0371;3.553;0;0;0.002;0.0036;0.001;0;0.0005;0.0011;0.0009;0.018;0.0018;0;0;0;0;0;0;0;0.0008;0;0;0
30_061;0;240;800;;;5.45;45.9;26.62412993;8.87;3.9;64.1;21.8;0;47.8;47.8;89.8;137.6;65.27;Eutrófico;;;;;;;;;2.31;11.19;5.7;0.0661;0;0;0;0.0609;1.582;0.064;0;0.0553;16.07;0;0;0.0154;0.0067;0.0017;0;0.0006;0.0008;0.0013;0.0382;0.0048;0;0;0;0;0;0;0;0.002;0;0;0
30_063;20;180;800;;;4.55;26.9;15.60324826;0.9;1.9;15;7.2;6.1;77.5;83.6;24;107.6;22.33;Distrófico;;;;;;;;;2.59;11.35;5.27;0.0518;0;0;0;0;1.4108;0.1061;0;0.0684;16.72;0;0;0.0271;0.0082;0.0021;0;0.0007;0;0.0023;0.0385;0.0061;0;0;0;0;0;0;0;0.0044;0;0;0
30_065;100;260;640;;;4.55;39.3;22.79582367;51.97;7.5;35.2;19.6;6.2;80.6;86.8;62.3;149.1;41.77;Distrófico;;;;;;;;;2.44;11.64;7.11;0.117;0.0127;0;0;0;1.2883;0.0534;0.0097;0.1505;17.47;0;0.005;0.0308;0.0123;0.0016;0;0.0017;0.0009;0.0037;0.0348;0.0042;0;0;0;0;0;0;0;0.003;0;0;0
30_067;0;200;820;;;5.02;33.5;19.43155452;97.88;1.9;60.4;29.7;1.8;70.2;72;92;164;56.09;Eutrófico;;;;;;;;;0;11.38;7.57;0.1069;0;0;0;0;1.283;0.0328;0;0.0494;15.39;0;0.0057;0.026;0.0129;0.0028;0;0.0013;0.0015;0.0024;0.0367;0.006;0;0;0;0;0;0;0;0.0037;0;0;0
30_069;0;260;760;;;5.51;39;22.62180974;13.39;4.7;63.1;18.5;0;46.1;46.1;86.3;132.4;65.19;Eutrófico;;;;;;;;;1.9;13.29;6.87;0.0657;0;0;0;0.0202;1.7548;0.084;0;0.0845;19.41;0;0.0065;0.031;0.0091;0;0;0;0.0007;0.0018;0.0334;0.005;0;0;0;0;0;0;0;0.0024;0;0;0
30_071;20;320;660;;;4.35;70.8;41.06728538;20.09;1.2;40.3;13.9;18.6;117;135.6;55.4;191;29.01;Distrófico;;;;;;;;;2.37;12.79;8.76;0.1299;0;0;0;0;2.6318;0.0617;0;0.0671;12.72;0;0.0058;0.0199;0.011;0.0014;0;0.0012;0.0025;0.0022;0.0442;0.0081;0;0;0;0;0;0;0;0.0026;0;0;0
30_073;0;260;760;;;5.49;23.1;13.39907193;2.97;4.5;71.4;20.8;0;46.1;46.1;96.7;142.8;67.72;Eutrófico;;;;;;;;;1.92;11.47;8.81;0.1244;0;0;0;0.0232;2.2549;0.0913;0;0.2395;19.52;0;0.0097;0.0402;0.0164;0;0;0.0018;0.0018;0.0063;0.0355;0.0065;0;0;0;0;0;0;0;0.0023;0;0;0
30_075;500;220;280;;;5.3;16.1;9.3387471;257.8;5.6;218.1;54.9;0;53.5;53.5;278.7;332.2;83.9;Eutrófico;;;;;;;;;3.14;8.47;10.7;0.174;0;0;0;0.9969;2.2422;0.074;0;0.2552;14.77;0;0.0047;0.0185;0.0164;0;0;0.0039;0.01;0.0036;0.0314;0.0065;0;0;0;0.0099;0;0;0;0;0;0;0
30_077;20;220;760;;;4.43;22.1;12.81902552;33.31;3.3;50.2;16;10;73.6;83.6;69.5;153.1;45.41;Distrófico;;;;;;;;;1.93;11.4;9.03;0.0461;0;0;0;0;1.8698;0.0611;0.0109;0.132;17.08;0;0.0074;0.0253;0.0076;0.0024;0;0.0017;0.0015;0.004;0.036;0.0058;0;0;0;0;0;0;0;0.0024;0;0;0
30_079;0;220;800;;;4.93;15.6;9.048723898;0.77;2.5;25.7;14.2;2.3;51.2;53.5;42.4;95.9;44.19;Distrófico;;;;;;;;;2.12;15.21;7.05;0.0622;0;0;0;0;1.7606;0.0709;0.0078;0.1101;19.25;0;0.0089;0.0346;0.0119;0.0032;0;0.0014;0.001;0.0035;0.0437;0.0055;0;0;0;0.0068;0;0;0;0.0051;0;0;0
30_081;20;180;800;;;4.74;36.4;21.1136891;18.9;4.8;57.3;19.6;5.4;84.7;90.1;81.8;171.9;47.57;Distrófico;;;;;;;;;2.23;11.36;7.2;0.057;0;0;0;0;1.1946;0.0432;0;0.0429;13.54;0;0.0037;0.0185;0.0098;0.003;0;0.001;0.0014;0.0023;0.0338;0.005;0;0;0;0;0;0;0;0.0027;0;0;0
30_083;300;140;560;;;4.95;26.7;15.48723898;20.26;2;38.8;15.3;2.7;57.1;59.8;56;115.8;48.36;Distrófico;;;;;;;;;2.43;11.2;10.66;0.0915;0;0;0;0;1.8348;0.0535;0;0.0974;14.44;0;0.0041;0.026;0.0082;0.0013;0;0.0004;0.0021;0.0022;0.0474;0.0046;0;0;0;0.0072;0;0;0;0.0023;0;0;0
